total nodes,number tweets,number retweet,number replies,depth,freq,vrf,leader ,normal,total sentiment,co,centralty,diam,ecc,num sh path,num clique,num idp,max out,empty,engage max,num normal max,num leader max,lc,t freq,r freq,tpfr,t max,snt first,snt deep,snt ratio,score comm,local,snt sh path,wight clique,snt idp
461,219,181,61,4,4.78,181,69,112,-10.1395,0.87,-0.3,4,2.754098361,4,9,3,105,186,110,58,31,2205.281111,4.771200697,4.734589947,22.07645318,56.81777778,-0.262630303,-2.6318,0.491803279,11.1763,9,-0.5089,-6.281514414,-0.1146
1091,1023,29,39,5,25.8,29,16,13,-1.7378,0.92,0,4,2.564102564,4,8,3,5,989,5,3,2,26412.23361,25.78086259,17.00755469,204.8219377,7933.6875,-0.082273529,1.1366,0.307692308,7.1998,4,-0.2751,-0.304143077,-0.2621
13,12,1,0,2,27.9,1,1,0,0,0,0,0,0,0,0,1,11,1,0,1,22.4125,25.90668651,0,0.012222222,22.40027778,0,0,0,0,0,0,0,0,0
392,293,77,22,4,17.06,77,21,56,0.2759,0.88,0,3,2.454545455,3,7,2,22,257,22,15,4,6487.045278,17.01812624,16.50601993,16.41279255,193.5416667,0.008688889,0.0241,0.318181818,4.2977,4,-0.4082,0.548642647,-0.1243
486,280,181,25,2,5.79,181,83,98,4.569,0.84,0,4,2.96,4,8,3,59,261,59,35,23,631.1727778,5.778360712,1.295748916,17.47650054,22.56083333,0.240473684,0,0.2,6.2575,2,-0.0888,1.840744444,-0.6889
28,14,11,3,2,420.37,11,3,8,-0.2263,0,0,1,1,1,1,1,4,8,4,3,0,11731.40667,404.5094349,404.5308525,4.584316239,0,-0.037716667,0,0.333333333,0,2,-0.2263,-0.2263,-0.2263
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,1,0.9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.602407407,0,0,0,0,0,0,0,0,0,0,0,0
43,29,7,7,2,32.07,7,4,3,-0.0769,0,0,3,2.428571429,3,3,2,10,26,10,3,3,453.4083333,31.34440025,8.606616162,2.419671717,442.6708333,-0.025633333,0,0.285714286,0,1,-0.5992,0.209190909,-0.6689
1475,1166,244,65,5,13.5,244,113,131,5.5158,0.85,-0.42,4,3.292307692,4,17,3,16,1061,16,10,4,14484.94944,13.48900275,9.8128109,32.66357357,944,0.02508,2.8603,0.292307692,16.1202,5,-0.2345,2.492554178,-0.14
9,9,0,0,1,46.23,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,41.60991667,0,0,0,0,0,0,0,0,0,0,0,0
69,53,12,4,2,25.98,12,3,9,-0.1144,0,0,0,0,3,3,15,51,15,8,3,571.8736111,25.60544841,6.460107143,5.597725694,558.4477778,-0.0572,0,0.5,0,0,0,-0.0378,-0.1144,-0.1144
110,88,14,8,5,175.21,14,5,9,-1.3807,0,0,3,2.25,3,3,2,9,82,9,5,4,7646.560556,173.6327503,68.82083083,7.745321637,24.94305556,-0.230116667,-0.4574,0.375,0,2,-0.9233,-0.651964286,-0.7906
66,46,16,4,2,1222.17,16,10,6,-0.4334,0,0,0,0,2,2,11,42,11,3,5,72568.68583,1203.92245,511.2311857,28.11596491,38316.19222,-0.10835,-0.6597,0.25,0,0,0,0.0048,-0.6597,-0.4334
136,103,10,23,4,102.26,10,4,6,-3.6916,0.93,-0.79,4,3.086956522,4,4,2,18,93,21,5,1,8784.897222,67.94345904,56.35753041,2.993589744,6342.653611,-0.15016,-3.5414,0.434782609,8.4368,1,-0.2933,-1.51224,-0.2045
3577,1488,1527,562,5,4.98,1527,605,922,-108.3542,0.87,-0.91,4,2.932384342,4,85,3,239,1228,326,116,52,17753.96056,4.978247314,4.957004612,36.4234243,13025.78,-0.392409231,-7.6083,0.494661922,146.5623,71,-0.2066,-43.88695633,-0.0748
2276,1016,515,745,9,1,515,168,347,33.0345,0.84,-0.2,4,3.189261745,4,139,4,93,699,113,35,21,2242.782222,0.990645098,0.974042356,5.77203326,1363.07,0.044162461,-1.9729,0.361073826,227.2463,127,0.0101,13.49634675,-0.3203
76,51,11,14,5,6.15,11,3,8,3.2724,0.87,0,3,2.428571429,3,3,3,5,42,5,3,2,249.4,6.05468254,2.940039683,1.192376543,120.3247222,-0.056255556,1.2225,0.142857143,4.0002,1,0.4977,1.5021375,0.2722
408,203,172,33,3,8.71,172,95,77,4.1248,0.92,0,4,2.727272727,4,5,3,89,150,94,36,36,2047.638889,8.687749253,5.00585235,22.15191419,940.3194444,0.043513208,2.7835,0.121212121,7.0441,2,0.2022,1.498095313,-0.0684
240,156,61,23,5,26.18,61,21,40,0.4178,0.89,-0.66,4,3,4,6,3,11,132,13,5,4,5796.385,26.0739154,24.05088174,8.123354167,25.12138889,-0.0301875,0,0.260869565,5.8867,1,0.0959,0.743352174,0.3357
223,182,31,10,3,16.66,31,11,20,-0.702,0,0,4,3.1,4,5,3,8,161,12,6,2,1112.513611,16.58986111,4.947609127,4.696936937,25.6325,0.005504762,-0.4579,0.6,0,1,0.1161,-0.688757895,-0.1655
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,22,18,1,2,4.05,18,17,1,-0.34,0,0,0,0,0,1,1,17,20,17,0,17,61.89833333,3.956468254,0.22901455,0.831359649,52.27166667,-0.17,0,1,0,0,-0.34,-0.34,-0.34
244,99,43,102,5,60.07,43,22,21,-6.7689,0.87,0,4,2.901960784,4,23,3,79,85,102,9,11,9686.678889,59.82211678,39.49694785,15.38590079,9198.0875,-0.340392857,-3.4403,0.382352941,28.9121,15,-0.2866,-2.246798816,-0.1155
32,18,4,10,5,745.55,4,3,1,1.006,0,0,4,3.1,4,4,2,2,12,2,1,1,21247.88306,722.9595623,151.254697,6.698402778,16252.53778,0.237833333,0.2598,0.3,0,1,1.0576,0.06835,0.6808
54,42,9,3,2,185.02,9,2,7,0.6588,0,0,0,0,2,2,4,35,4,3,1,98.21277778,181.6608434,1.784166667,0.32375,57.39777778,0.094114286,0,0,0,0,0,0.2196,0.6588,0.6588
10,10,0,0,1,92.08,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,83.70527778,0,0,0,0,0,0,0,0,0,0,0,0
4271,1023,2526,722,5,2.83,2526,878,1648,-61.1475,0.88,-0.67,4,2.912742382,4,84,4,232,746,636,274,141,11899.10944,2.829739648,2.676353191,99.4253407,8248.373889,-0.16360722,-0.7562,0.369806094,165.0536,85,-0.0601,-20.44331328,-0.1858
213,117,78,18,3,4.32,78,32,46,-1.7741,0.86,0.73,4,2.833333333,4,6,3,16,92,16,3,9,77.19611111,4.295016874,0.359536604,2.471753286,0,-0.048808,0,0.388888889,3.99,2,-0.4595,-0.672938889,-0.2671
6,5,0,1,2,735.22,0,0,0,0.8553,0,0,0,0,0,1,1,1,4,1,0,0,0,630.1869444,0,0,0,0.8553,0.8553,0,0,0,0.8553,0.8553,0.8553
3,2,1,0,2,6.7,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0.008333333,5.025833333,0,0.008333333,0,0,0,0,0,0,0,0,0,0
665,509,122,34,5,17.6,122,48,74,1.3306,0.88,0.58,4,2.705882353,4,8,2,26,457,26,7,13,9613.967778,17.57461962,14.36443861,24.46896412,57.30444444,0.056101923,-0.6546,0.294117647,6.6061,5,-0.0812,0.482541964,-0.1411
185,151,30,4,2,25.52,30,16,14,2.2999,0,0,0,0,2,2,4,131,4,2,2,629.6347222,25.38316906,3.299257766,3.212428315,559.8708333,0.114995,0,0,0,0,0,1.724925,0.8306,0.8217
808,684,89,35,5,39.25,89,51,38,2.7293,0.84,-0.56,4,3.171428571,4,10,3,28,641,28,10,14,23358.64444,39.20175903,14.64330827,4.031703704,17611.35778,0.071104651,-0.5999,0.314285714,12.4457,5,-0.0206,1.13270991,-0.7402
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,13,9,0,2,3222.61,9,3,6,0,0,0,0,0,0,0,6,10,6,4,2,70897.3275,3079.138116,1129.043973,29.62287037,70820.17667,0,0,0,0,0,0,0,0,0
25,4,19,2,2,2.73,19,4,15,0.8049,0,0,1,1,1,1,1,19,2,19,15,4,68.16333333,2.078600427,0.54267094,1.265292398,54.04361111,0.40245,0.8049,0,0,1,0.8049,0.8049,0.168
9,7,1,1,2,5.94,1,1,0,0,0,0,0,0,0,1,1,1,5,1,0,1,1.302222222,4.479055556,0,1.302222222,0,0,0,0,0,0,0,0,0
25,25,0,0,1,45.23,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,43.48690171,0,0,0,0,0,0,0,0,0,0,0,0
134,54,77,3,2,1.59,77,31,46,-0.5194,0,0,0,0,2,2,29,43,29,14,15,212.9911111,0.384845679,1.577415638,12.86832278,20.90555556,-0.047218182,0,0.333333333,0,0,0,-0.0662,-0.8402,-0.5194
250,124,79,47,5,40.85,79,23,56,2.1148,0.84,0.32,4,2.893617021,4,10,2,55,108,57,29,7,457.2919444,40.68235281,1.785080788,7.551767241,42.89416667,-0.01799375,0.2824,0.361702128,15.6781,9,-0.4362,0.787192857,0.1501
2238,503,1466,269,5,1.21,1466,546,920,-6.95,0.86,0.59,4,2.973977695,4,50,3,113,355,119,58,36,2711.213611,1.032568855,1.210896606,38.89663776,28.33888889,-0.005699324,-0.1585,0.3866171,67.182,48,0.0708,-5.687127472,-0.3748
26,13,7,6,5,6.16,7,3,4,-1.5937,0,0,2,1.833333333,2,2,2,8,10,11,3,3,106.7113889,5.932386831,0.031563786,0.275324074,105.7605556,-0.119833333,-1.5937,0.5,0,1,-1.0681,-0.888442857,-0.7086
120,68,51,1,2,6.28,51,23,28,0,0,0,0,0,0,1,1,24,59,24,14,9,753.3569444,5.477828283,6.226042241,5.84457265,0,0,0,0,0,0,0,0,0
3,3,0,0,1,5920.06,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4440.043819,0,0,0,0,0,0,0,0,0,0,0,0
168,134,29,5,4,67.89,29,12,17,0,0,0,1,1,1,1,1,16,122,18,5,8,10345.55444,67.48400394,61.2126808,0.440400327,10342.89444,0,0,0,0,4,0,0,0
21,21,0,0,1,60.07,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,57.3434596,0,0,0,0,0,0,0,0,0,0,0,0
1101,614,390,97,5,0.14,390,141,249,4.0292,0.87,-0.34,4,2.793814433,4,15,3,100,538,109,58,32,152.1975,0.134601734,0.137743245,5.39036141,2.0525,0.043982895,0.9176,0.288659794,22.5596,15,0.0824,1.605559768,0.8226
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,37,27,6,2,4.01,27,12,15,0.9689,0,0,3,2.333333333,3,3,2,12,29,12,4,3,194.0827778,2.728180751,2.733438967,26.47726562,28.57027778,0.1211125,0,0.166666667,0,1,0.8927,0.34306,0.7964
62,42,13,7,3,56.14,13,5,8,-0.495,0,0,3,2.428571429,3,3,2,9,37,9,3,2,104.4011111,55.24529541,1.543703704,1.782266082,7.13,-0.17124,0.0652,0.571428571,0,1,-0.3823,-0.532836364,-0.1655
4122,1893,1925,304,5,4.84,1925,734,1191,-13.4719,0.87,0.32,4,2.871710526,4,43,3,127,1626,149,65,31,19782.82694,4.841568437,4.797828981,386.2351263,5770.253056,-0.059998876,0.088,0.388157895,65.695,47,0.057,-8.177759204,0.3201
2,1,1,0,2,0.08,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0.152222222,0,0,0.152222222,0,0,0,0,0,0,0,0,0,0
4,4,0,0,1,4.72,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3.773944444,0,0,0,0,0,0,0,0,0,0,0,0
372,127,177,68,3,4.32,177,74,103,-8.0743,0.86,-0.33,4,2.852941176,4,14,3,127,91,132,58,34,1607.805,4.306414954,4.301489425,13.11178469,22.77111111,-0.215836111,0,0.485294118,15.6755,8,-0.2623,-5.11025,-0.8469
60,37,21,2,2,1.35,21,16,5,-0.4767,0,0,1,1,1,1,1,17,31,17,1,16,4.802777778,1.330491803,0.068752277,0.141262626,4.087777778,-0.07945,-0.4767,0.5,0,1,-0.4767,-0.4767,0
23,20,3,0,2,2.07,3,1,2,0,0,0,0,0,0,0,1,17,1,1,0,26.90805556,1.980127315,1.116354167,0.106944444,0,0,0,0,0,0,0,0,0,0
8,7,1,0,2,11.12,1,1,0,0,0,0,0,0,0,0,1,6,1,0,1,88.96472222,8.613981481,0,18.1675,70.79722222,0,0,0,0,0,0,0,0,0
78,64,10,4,2,967.44,10,4,6,0.2978,0,0,2,1.5,2,2,2,11,60,11,6,1,46621.01444,955.1902075,302.8002461,17.24505952,40151.45333,0.07445,0,0.25,0,2,0.1467,0.22445,0.1467
673,317,213,143,5,13.16,213,81,132,6.8532,0.85,0,4,2.951048951,4,27,3,165,268,178,66,28,241.1286111,13.14143134,0.357693703,8.340530079,5.550555556,0.041306122,-0.039,0.356643357,42.0334,26,0.3526,3.473769103,0.132
146,75,49,22,3,3.81,49,20,29,-1.6697,0.84,-0.48,4,2.909090909,4,6,3,22,67,22,9,7,112.3447222,3.786507937,0.732825019,6.049321429,8.838888889,-0.2087125,-0.4168,0.409090909,5.6196,3,0.0733,-0.86781,0.0015
8,1,7,0,2,0.15,7,3,4,0,0,0,0,0,0,0,7,0,7,4,3,1.180833333,0,0.128765432,0.437103175,0,0,0,0,0,0,0,0,0,0
44,35,6,3,2,612.23,6,2,4,-0.7655,0,0,0,0,2,2,2,27,2,0,2,26266.10306,598.3546049,218.6602222,255.1718519,16426.36583,-0.0956875,0,0.333333333,0,0,0,-0.229433333,-0.7655,-0.7655
226,90,111,25,3,3.45,111,42,69,-2.1786,0.88,0,4,3.04,4,6,3,112,77,117,63,34,780.3138889,3.436812286,3.420500489,7.13145679,21.15388889,-0.205576923,-1.3132,0.36,4.5282,4,-1.019,-0.603519048,-0.7059
2883,715,1879,289,5,3.19,1879,723,1156,-36.6929,0.89,-0.4,4,2.733564014,4,41,3,130,486,178,88,41,9207.6025,1.032408884,3.192597569,26.68383202,17.35694444,-0.162056769,-3.4383,0.408304498,58.7448,35,-0.2082,-14.94721871,0.0143
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,34,58,2,2,4.88,58,23,35,-0.1644,0,0,0,0,2,2,19,21,19,8,11,458.7111111,0.277681287,4.828502924,23.04548493,0,-0.012646154,0,0.5,0,0,0,-0.0822,-0.1644,-0.1644
43,22,20,1,2,3.94,20,14,6,0.34,0,0,0,0,0,1,1,13,17,13,2,11,90.06972222,3.851950758,1.803042929,0.754597222,19.08722222,0.068,0,0,0,0,0.34,0.34,0.34
94,5,76,13,2,0.7,76,41,35,1.8551,0.77,0.08,5,4,5,6,3,85,3,85,33,40,46.17805556,0.688184211,0.273596491,3.993698502,33.57472222,0.92755,0.0772,0.307692308,4.0603,1,-0.124,1.34178,-0.0128
105,102,3,0,2,64.76,3,2,1,0,0,0,0,0,0,0,1,99,1,0,1,424.8525,64.14526992,3.980786164,0.033240741,2.876388889,0,0,0,0,0,0,0,0,0
871,203,542,126,4,10.36,542,196,346,6.8718,0.85,0.27,4,2.880952381,4,28,4,116,154,141,66,40,8090.515556,10.34818775,9.276480313,24.48922751,0,0.147079592,0.8963,0.333333333,31.6924,23,0.277,1.867101538,-0.117
746,269,367,110,4,1.92,367,138,229,-13.1927,0.85,-0.76,4,3.027272727,4,28,3,111,204,117,65,28,807.2180556,1.91876097,1.055274803,11.0133972,146.7347222,-0.149413846,-0.7844,0.463636364,28.4637,15,-0.0494,-6.210312568,0.4778
2423,775,1329,319,5,3.04,1329,571,758,-35.7875,0.87,-0.1,4,2.896551724,4,53,3,127,583,181,85,54,6703.204444,3.035806977,2.760900371,42.97443011,12.65222222,-0.153761979,-2.0212,0.420062696,68.7674,44,-0.294,-13.47104034,-0.4342
638,259,195,184,5,2.67,195,66,129,1.0648,0.85,0,4,3.043478261,4,34,3,181,227,195,68,31,1706.028056,0.647087898,2.65715919,29.45163277,11.05722222,-0.108103125,-3.2831,0.35326087,46.5076,31,0.026,1.305405773,-0.343
21,8,13,0,2,5.15,13,4,9,0,0,0,0,0,0,0,11,5,11,7,4,108.1344444,4.394255051,4.84375,2.295854701,92.74861111,0,0,0,0,0,0,0,0,0
42,22,14,6,2,2,14,7,7,1.1642,0,0,0,0,3,2,8,16,8,3,4,65.25444444,1.543016796,1.015167959,10.40655556,27.06583333,0.194033333,0,0.333333333,0,0,0,0.9682875,0.5408,0.5408
1730,303,1065,362,5,5.52,1065,352,713,20.6106,0.87,-0.05,4,2.939226519,4,51,3,203,229,213,71,32,9552.626667,5.249071507,5.518542108,154.6820977,1631.141389,0.312494595,0.4239,0.29281768,83.1656,56,-0.0089,3.212784513,-0.784
17,2,14,1,2,1.5,14,4,10,-0.4215,0,0,0,0,0,1,1,9,0,9,5,3,22.71805556,1.217978395,1.260509259,0.841481481,21.92361111,-0.21075,0,1,0,0,-0.4215,-0.4215,-0.4215
1587,796,557,234,4,6.9,557,205,352,-6.4588,0.89,-0.73,4,2.88034188,4,40,3,176,646,183,67,32,10943.28278,6.891222012,6.834951721,11.44037338,3998.752778,-0.042657333,-0.2992,0.303418803,50.1634,29,-0.0312,-0.847207892,0.7491
144,68,57,19,2,66.73,57,18,39,-4.966,0.8,-0.38,4,2.947368421,4,8,3,23,59,23,11,7,580.7630556,66.26583333,4.005019157,12.47462441,53.04277778,-0.551777778,0,0.578947368,5.8882,1,-0.1801,-2.391128814,-0.0863
16,4,8,4,4,2.86,8,1,7,0.1432,0,0,0,0,2,2,9,2,9,7,1,45.70388889,2.256813725,0.427679739,1.388055556,38.36583333,-0.04745,-0.2386,0.5,0,0,0,0.0716,0.1795,0.1795
75,45,22,8,3,23.91,22,4,18,-0.7671,0,0,3,2.375,3,3,2,7,35,7,5,0,1792.899722,5.106991959,23.58978436,80.36450192,38.42888889,-0.07671,0.4199,0.375,0,2,-0.6856,-0.405576923,-0.6288
12,12,0,0,1,9.94,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,9.171410256,0,0,0,0,0,0,0,0,0,0,0,0
7591,5114,1396,1081,5,7.18,1396,746,650,40.5085,0.91,0,4,2.707678076,4,100,3,272,4493,349,80,50,54117.13806,7.180172989,6.106997241,30.87723081,49813.15361,0.013916747,0.0734,0.224791859,148.3781,103,-0.0477,14.95977223,0.2131
1000,219,632,149,5,0.42,632,243,389,-8.391,0.88,0.7,4,2.872483221,4,24,3,153,165,168,60,38,208.3769444,0.416204906,0.204484127,14.76711707,2.989722222,-0.18702963,-1.7502,0.355704698,35.0934,21,-0.114,-2.3664033,0.5096
822,220,551,51,4,0.42,551,222,329,-3.2141,0.89,-0.32,4,2.705882353,4,12,3,107,151,110,51,42,344.6194444,0.343178075,0.418705954,11.18779965,0.055555556,-0.050871014,1.3745,0.37254902,9.0547,6,-0.1529,-1.367488393,0.2072
120,103,16,1,2,48.21,16,8,8,-0.1759,0,0,0,0,0,1,1,4,94,4,2,2,291.3263889,47.81637741,2.406030762,2.214379085,1.560833333,-0.019544444,0,1,0,0,-0.1759,-0.1759,-0.1759
234,74,147,13,3,1.34,147,71,76,2.3712,0.81,0,4,3.153846154,4,4,2,95,57,102,45,48,313.2661111,1.332037825,1.332377069,16.17364627,21.58944444,0.034558824,1.3866,0.230769231,3.6368,2,0.0906,1.26737619,0.3289
215,39,156,20,3,43.73,156,57,99,-1.4086,0.87,0,5,3.7,5,7,3,104,28,106,60,31,847.4347222,43.52366898,3.920801183,10.90926452,790.7777778,-0.128054545,-0.5693,0.35,6.1194,2,0.5504,-0.38965641,0.7715
1149,367,641,141,5,5.02,641,239,402,-9.7141,0.86,-0.54,4,2.680851064,4,28,3,123,313,134,71,31,5638.289444,4.88951401,4.898978502,16.82506944,18.33138889,-0.210768519,-2.0357,0.390070922,26.8725,28,-0.2256,-2.410177289,-0.1791
198,129,42,27,4,23.65,42,17,25,-3.5513,0.87,-0.57,3,2.518518519,3,5,2,25,110,25,11,7,1945.342778,23.53125907,9.775443886,11.47085938,67.38805556,-0.1283,-1.3443,0.407407407,6.8503,4,-0.8355,-1.738818519,-0.8404
716,251,389,76,4,12.2,389,153,236,9.7623,0.87,0.7,4,3.013157895,4,15,2,135,214,150,65,44,7533.562778,12.18503254,7.205777933,33.14065837,5373.958056,0.183016216,0.2523,0.263157895,17.7132,8,0.1238,4.494820899,-0.3037
16,15,0,1,2,32.88,0,0,0,0.4019,0,0,0,0,0,1,1,1,14,1,0,0,0,30.94547386,0,0,193.1841667,0.4019,0.4019,0,0,0,0.4019,0.4019,0.4019
11,8,3,0,2,6.88,3,2,1,0,0,0,0,0,0,0,2,6,2,1,1,72.23472222,6.308958333,4.990486111,0.372592593,12.19861111,0,0,0,0,0,0,0,0,0
27,17,8,2,2,327.18,8,7,1,-0.5994,0,0,0,0,2,2,4,13,4,1,2,8833.818333,24.37056548,312.7228175,847.7291667,380.8472222,-0.14985,0,0.5,0,0,0,-0.2997,-0.5994,-0.5994
419,35,322,62,5,20.55,322,130,192,19.5361,0.86,0.88,5,3.435483871,5,14,3,111,25,112,52,45,1010.115278,16.10080886,2.37976455,50.98700231,10.19472222,1.61636,8.7883,0.112903226,17.8934,3,0.4802,9.395178221,0.097
420,202,156,62,4,17.18,156,71,85,-5.1429,0.9,0,4,2.580645161,4,15,3,74,166,88,27,27,1943.185833,17.13584455,4.560483637,17.15031784,53.59388889,-0.119080556,0,0.35483871,11.5713,9,-0.2193,-1.514333333,-0.0872
1680,469,976,235,5,0.73,976,259,717,15.2732,0.89,0,4,2.821276596,4,41,3,145,401,677,369,147,1072.169444,0.726721528,0.637794963,17.00893216,3.866944444,0.226379412,3.2202,0.229787234,53.1001,27,0.0035,6.875655798,0
56,1,52,3,2,33.42,52,21,31,0.7644,0,0,0,0,2,2,55,0,55,31,21,23.02972222,0,0.402997076,6.801085859,0,0.7644,0.7644,0,0,0,0,0.2548,0.7644,0.7644
83,47,28,8,2,54.21,28,8,20,-1.3805,0,0,0,0,4,3,27,43,27,13,8,1096.676944,53.5626422,12.79170304,33.2748071,1031.252222,-0.345125,-0.2355,0.5,0,0,0,-0.905041667,-0.2355,-0.2355
27,18,8,1,2,257.6,8,6,2,0,0,0,0,0,0,1,1,4,15,4,2,1,6952.258333,248.2784028,248.292123,1.529351852,6951.795278,0,0,0,0,0,0,0,0
42,5,36,1,2,88.26,36,18,18,0,0,0,0,0,0,1,1,29,2,29,13,16,23.52138889,86.20342377,0.546744186,2.487177177,0,0,0,0,0,0,0,0,0
1326,246,773,307,5,1.77,773,292,481,-31.8621,0.86,0.15,4,2.93485342,4,51,4,192,147,319,100,41,1909.819444,1.764749853,1.439164364,34.33036373,0.451111111,-0.293510101,-11.3522,0.407166124,76.2336,36,-0.0175,-12.11803665,-0.4197
12,3,7,2,2,57.35,7,1,6,-0.4767,0,0,1,1,1,1,1,9,2,9,6,1,678.6036111,51.75004274,0.446880342,0.821049383,672.7505556,-0.4767,-0.4767,0.5,0,1,-0.4767,-0.4767,-0.4767
200,105,85,10,2,3.75,85,42,43,-0.6567,0,0,3,2.5,3,3,2,16,84,16,7,9,217.8458333,3.729133499,1.083073521,4.433619883,30.73833333,-0.031271429,0.7955,0.4,0,1,0.7006,-0.693893333,0.3188
525,181,313,31,4,0.41,313,129,184,-4.9716,0.87,-0.32,4,2.903225806,4,5,2,110,127,122,56,49,78.03222222,0.407003063,0.148294254,2.494277293,20.74138889,-0.087257407,-1.7908,0.548387097,6.6613,4,0.0061,-3.254826866,-0.0476
688,655,27,6,2,16.58,27,14,13,-0.4102,0,0,0,0,3,2,5,631,5,0,5,7549.283056,16.55473996,9.898089421,59.75624008,2938.801389,-0.017091667,0,0.5,0,0,0,-0.6772,0.4684,0.4294
1500,1044,225,231,5,10.42,225,126,99,-8.0613,0.88,0,4,2.675324675,4,40,3,74,932,89,20,34,15234.63083,10.41282386,10.14964524,22.76042909,2739.420556,-0.116374107,-0.2617,0.346320346,43.9565,35,-0.031,-2.243424877,0.1809
1309,1172,107,30,3,14.95,107,46,61,-3.828,0.84,0.62,4,3.1,4,5,3,14,1105,14,6,7,17703.98139,14.93585772,13.47985284,21.35384016,14083.17667,-0.068831343,-0.3665,0.466666667,9.932,5,-0.1013,-2.355698333,-0.0237
704,157,479,68,5,8.57,479,173,306,-7.6279,0.86,0,4,2.897058824,4,15,3,99,105,105,58,34,575.5930556,8.558899133,0.816425138,15.94138173,7.830555556,-0.119051923,-1.4489,0.426470588,14.8371,10,-0.0598,-3.022013636,0.1706
2384,588,1357,439,5,0.33,1357,537,820,-25.1275,0.86,-0.74,4,3.004555809,4,68,3,227,420,377,119,76,792.0852778,0.141672956,0.329301654,15.55536146,44.10388889,-0.096691667,2.1809,0.391799544,114.1376,66,-0.0153,-9.969595136,0.0627
164,154,8,2,2,16.71,8,4,4,1.173,0,0,0,0,2,2,4,149,4,1,3,2152.191667,16.61120539,12.98845286,188.518858,9.094166667,0.2346,0,0,0,0,0,0.5865,1.173,1.173
475,94,342,39,5,1.03,342,103,239,-1.4018,0.9,0,4,2.615384615,4,9,2,102,70,104,64,27,489.025,0.912453898,1.025352474,5.282612019,291.4594444,-0.068333333,0.2382,0.358974359,8.2288,3,0.0371,-1.285327481,0.0339
1707,688,747,272,5,5.11,747,265,482,39.0555,0.86,0.36,4,2.930147059,4,35,3,167,568,178,60,33,8591.861667,5.002167252,5.030278103,72.38498355,110.9008333,0.327528333,3.6621,0.231617647,79.4934,39,0.124,22.25693597,0.591
19,13,4,2,2,16.11,4,2,2,-0.0552,0,0,0,0,2,2,5,11,5,2,2,302.9313889,15.12794444,0.014777778,0.176277778,302.5588889,-0.0276,-0.4767,0.5,0,0,0,-0.0276,-0.0552,-0.0552
509,165,260,84,5,4.32,260,94,166,-11.0489,0.88,0,4,2.892857143,4,12,4,139,138,157,60,34,373.9497222,4.307647603,0.732416667,19.71230297,0,-0.281440741,-5.9232,0.416666667,15.418,6,-0.1613,-4.223659538,0.0608
35,34,1,0,2,188.25,1,0,1,0,0,0,0,0,0,0,1,33,1,1,0,6551.524444,183.0204707,0,1.676666667,6549.847778,0,0,0,0,0,0,0,0,0
331,312,5,14,5,29.36,5,2,3,-0.9125,0.82,-0.53,4,3,4,4,2,2,301,2,0,0,2570.447222,29.27599398,7.683500669,1.785777778,232.6008333,-0.041490909,0.1059,0.428571429,4.4461,3,0.0135,-0.3021,-0.1843
457,97,330,30,5,17.89,330,132,198,5.4489,0.89,-0.48,4,3.1,4,7,3,100,73,102,60,36,7438.963333,17.84942322,16.23249333,44.18727856,6535.704167,0.185208333,2.178,0.166666667,7.68,1,0.0251,3.23364321,-0.0668
1506,360,761,385,5,2.5,761,207,554,-48.6068,0.87,-0.86,4,3.345454545,4,76,3,240,282,310,96,41,1658.563056,2.502316044,1.089863968,25.0069442,136.9311111,-0.62909359,-19.6659,0.433766234,114.7149,57,-0.1668,-19.35532018,-0.6886
105,48,49,8,2,77.36,49,14,35,0.8009,0,0,3,2.75,3,3,2,25,36,25,13,8,8123.071667,76.63271751,76.55912212,86.16781189,7.577777778,0.066741667,0.4543,0.5,0,1,0.4529,0.34922,0
78,48,23,7,3,99.25,23,3,20,0.1192,0,0,0,0,3,2,18,40,19,13,0,7741.415278,97.99116737,97.99252461,1.948092593,0,0.09775,0.1192,0.285714286,0,0,0,0.459381818,-0.3016,-0.6628
